Area,Item,Year,Value,Unit
Algeria,Gross Domestic Product,1988,58655.419182,million USD
Algeria,Gross Domestic Product,1989,55344.476937,million USD
Algeria,Gross Domestic Product,1990,61751.375957,million USD
Algeria,Gross Domestic Product,1991,46565.003199,million USD
Algeria,Gross Domestic Product,1992,49105.553595,million USD
Algeria,Gross Domestic Product,1993,50846.930343,million USD
Algeria,Gross Domestic Product,1994,42330.711146,million USD
Algeria,Gross Domestic Product,1995,41971.48842,million USD
Algeria,Gross Domestic Product,1996,46836.290499,million USD
Algeria,Gross Domestic Product,1997,48068.457028,million USD
Algeria,Gross Domestic Product,1998,48079.007974,million USD
Algeria,Gross Domestic Product,1999,48531.031757,million USD
Algeria,Gross Domestic Product,2000,54666.896857,million USD
Algeria,Gross Domestic Product,2001,55056.733057,million USD
Algeria,Gross Domestic Product,2002,56819.210891,million USD
Algeria,Gross Domestic Product,2003,67863.851626,million USD
Algeria,Gross Domestic Product,2004,85332.517817,million USD
Algeria,Gross Domestic Product,2005,103198.216067,million USD
Algeria,Gross Domestic Product,2006,117027.277939,million USD
Algeria,Gross Domestic Product,2007,134977.088396,million USD
Algeria,Gross Domestic Product,2008,171000.692135,million USD
Algeria,Gross Domestic Product,2009,137211.008421,million USD
Algeria,Gross Domestic Product,2010,161207.306305,million USD
Algeria,Gross Domestic Product,2011,200019.103013,million USD
Algeria,Gross Domestic Product,2012,209059.083118,million USD
Algeria,Gross Domestic Product,2013,209755.003251,million USD
Algeria,Gross Domestic Product,2014,213809.97948,million USD
Algeria,Gross Domestic Product,2015,165979.118154,million USD
Algeria,Gross Domestic Product,2016,160034.208045,million USD
Algeria,Gross Domestic Product,2017,170096.987241,million USD
Algeria,Gross Domestic Product,2018,174910.894611,million USD
Algeria,Gross Domestic Product,2019,171760.274987,million USD
Algeria,Gross Domestic Product,2020,145743.542983,million USD
Algeria,Gross Domestic Product,2021,163472.801517,million USD
Algeria,Gross Domestic Product,2022,191913.556559,million USD
Andorra,Gross Domestic Product,1970,99.476787,million USD
Andorra,Gross Domestic Product,1971,113.128492,million USD
Andorra,Gross Domestic Product,1972,143.506004,million USD
Andorra,Gross Domestic Product,1973,190.863792,million USD
Andorra,Gross Domestic Product,1974,236.055468,million USD
Andorra,Gross Domestic Product,1975,278.514317,million USD
Andorra,Gross Domestic Product,1976,287.588366,million USD
Andorra,Gross Domestic Product,1977,321.390137,million USD
Andorra,Gross Domestic Product,1978,389.745929,million USD
Andorra,Gross Domestic Product,1979,520.742333,million USD
Andorra,Gross Domestic Product,1980,564.812657,million USD
Andorra,Gross Domestic Product,1981,492.189978,million USD
Andorra,Gross Domestic Product,1982,475.654368,million USD
Andorra,Gross Domestic Product,1983,414.836776,million USD
Andorra,Gross Domestic Product,1984,417.649689,million USD
Andorra,Gross Domestic Product,1985,438.742504,million USD
Andorra,Gross Domestic Product,1986,609.88194,million USD
Andorra,Gross Domestic Product,1987,773.493497,million USD
Andorra,Gross Domestic Product,1988,912.838474,million USD
Andorra,Gross Domestic Product,1989,1006.552718,million USD
Andorra,Gross Domestic Product,1990,1302.006184,million USD
Andorra,Gross Domestic Product,1991,1400.576915,million USD
Andorra,Gross Domestic Product,1992,1531.034035,million USD
Andorra,Gross Domestic Product,1993,1274.297409,million USD
Andorra,Gross Domestic Product,1994,1287.524766,million USD
Andorra,Gross Domestic Product,1995,1491.495988,million USD
Andorra,Gross Domestic Product,1996,1548.787643,million USD
Andorra,Gross Domestic Product,1997,1493.901088,million USD
Andorra,Gross Domestic Product,1998,1533.515782,million USD
Andorra,Gross Domestic Product,1999,1568.801032,million USD
Andorra,Gross Domestic Product,2000,1429.044662,million USD
Andorra,Gross Domestic Product,2001,1546.913267,million USD
Andorra,Gross Domestic Product,2002,1755.992896,million USD
Andorra,Gross Domestic Product,2003,2361.635625,million USD
Andorra,Gross Domestic Product,2004,2895.042252,million USD
Andorra,Gross Domestic Product,2005,3159.831266,million USD
Andorra,Gross Domestic Product,2006,3456.261316,million USD
Andorra,Gross Domestic Product,2007,3952.395237,million USD
Andorra,Gross Domestic Product,2008,4085.783663,million USD
Andorra,Gross Domestic Product,2009,3674.186277,million USD
Andorra,Gross Domestic Product,2010,3446.565601,million USD
Andorra,Gross Domestic Product,2011,3624.386229,million USD
Andorra,Gross Domestic Product,2012,3188.830334,million USD
Andorra,Gross Domestic Product,2013,3192.603086,million USD
Andorra,Gross Domestic Product,2014,3267.334446,million USD
Andorra,Gross Domestic Product,2015,2788.757749,million USD
Andorra,Gross Domestic Product,2016,2894.646184,million USD
Andorra,Gross Domestic Product,2017,3000.160225,million USD
Andorra,Gross Domestic Product,2018,3218.419456,million USD
Andorra,Gross Domestic Product,2019,3155.151912,million USD
Andorra,Gross Domestic Product,2020,2890.997547,million USD
Andorra,Gross Domestic Product,2021,3324.647529,million USD
Andorra,Gross Domestic Product,2022,3351.530834,million USD
Angola,Gross Domestic Product,1970,3806.98208,million USD
Angola,Gross Domestic Product,1971,4007.445384,million USD
Angola,Gross Domestic Product,1972,4102.154515,million USD
Angola,Gross Domestic Product,1973,5016.276243,million USD
Angola,Gross Domestic Product,1974,5626.960654,million USD
Angola,Gross Domestic Product,1975,4147.433125,million USD
Angola,Gross Domestic Product,1976,3980.906823,million USD
Angola,Gross Domestic Product,1977,4344.224828,million USD
Angola,Gross Domestic Product,1978,4845.48154,million USD
Angola,Gross Domestic Product,1979,5380.155365,million USD
Angola,Gross Domestic Product,1980,7151.262407,million USD
Angola,Gross Domestic Product,1981,6693.0171,million USD
Angola,Gross Domestic Product,1982,6693.0171,million USD
Angola,Gross Domestic Product,1983,6975.014062,million USD
Angola,Gross Domestic Product,1984,7393.602901,million USD
Angola,Gross Domestic Product,1985,9109.025042,million USD
Angola,Gross Domestic Product,1986,8548.514005,million USD
Angola,Gross Domestic Product,1987,9843.778337,million USD
Angola,Gross Domestic Product,1988,10627.491537,million USD
Angola,Gross Domestic Product,1989,12367.075841,million USD
Angola,Gross Domestic Product,1990,13661.85235,million USD
Angola,Gross Domestic Product,1991,16182.941506,million USD
Angola,Gross Domestic Product,1992,18586.043029,million USD
Angola,Gross Domestic Product,1993,13468.133856,million USD
Angola,Gross Domestic Product,1994,13860.715824,million USD
Angola,Gross Domestic Product,1995,6642.229262,million USD
Angola,Gross Domestic Product,1996,8725.773842,million USD
Angola,Gross Domestic Product,1997,10226.790656,million USD
Angola,Gross Domestic Product,1998,8617.787794,million USD
Angola,Gross Domestic Product,1999,8227.190091,million USD
Angola,Gross Domestic Product,2000,12207.354573,million USD
Angola,Gross Domestic Product,2001,11948.601236,million USD
Angola,Gross Domestic Product,2002,15285.592487,million USD
Angola,Gross Domestic Product,2003,17812.704626,million USD
Angola,Gross Domestic Product,2004,23552.04585,million USD
Angola,Gross Domestic Product,2005,36970.878079,million USD
Angola,Gross Domestic Product,2006,52381.025105,million USD
Angola,Gross Domestic Product,2007,65266.415707,million USD
Angola,Gross Domestic Product,2008,88538.664888,million USD
Angola,Gross Domestic Product,2009,70307.193221,million USD
Angola,Gross Domestic Product,2010,83799.47893,million USD
Angola,Gross Domestic Product,2011,111789.745968,million USD
Angola,Gross Domestic Product,2012,128052.913438,million USD
Angola,Gross Domestic Product,2013,136709.891897,million USD
Angola,Gross Domestic Product,2014,145712.175328,million USD
Angola,Gross Domestic Product,2015,116193.647513,million USD
Angola,Gross Domestic Product,2016,101123.83001,million USD
Angola,Gross Domestic Product,2017,122123.858628,million USD
Angola,Gross Domestic Product,2018,101353.211652,million USD
Angola,Gross Domestic Product,2019,83136.743579,million USD
Angola,Gross Domestic Product,2020,54821.080252,million USD
Angola,Gross Domestic Product,2021,70533.243177,million USD
Angola,Gross Domestic Product,2022,115889.951697,million USD
Anguilla,Gross Domestic Product,1970,3.90238,million USD
Anguilla,Gross Domestic Product,1971,4.589878,million USD
Anguilla,Gross Domestic Product,1972,5.416747,million USD
Anguilla,Gross Domestic Product,1973,6.129013,million USD
Anguilla,Gross Domestic Product,1974,6.74969,million USD
Anguilla,Gross Domestic Product,1975,7.371447,million USD
Anguilla,Gross Domestic Product,1976,7.058818,million USD
Anguilla,Gross Domestic Product,1977,7.889455,million USD
Anguilla,Gross Domestic Product,1978,9.103205,million USD
Anguilla,Gross Domestic Product,1979,10.504179,million USD
Anguilla,Gross Domestic Product,1980,12.122529,million USD
Anguilla,Gross Domestic Product,1981,13.988466,million USD
Anguilla,Gross Domestic Product,1982,16.142467,million USD
Anguilla,Gross Domestic Product,1983,18.629156,million USD
Anguilla,Gross Domestic Product,1984,21.62599,million USD
Anguilla,Gross Domestic Product,1985,27.12645,million USD
Anguilla,Gross Domestic Product,1986,35.064533,million USD
Anguilla,Gross Domestic Product,1987,43.734775,million USD
Anguilla,Gross Domestic Product,1988,54.742893,million USD
Anguilla,Gross Domestic Product,1989,68.125906,million USD
Anguilla,Gross Domestic Product,1990,75.60176,million USD
Anguilla,Gross Domestic Product,1991,77.720091,million USD
Anguilla,Gross Domestic Product,1992,84.450416,million USD
Anguilla,Gross Domestic Product,1993,92.101084,million USD
Anguilla,Gross Domestic Product,1994,102.769858,million USD
Anguilla,Gross Domestic Product,1995,103.736474,million USD
Anguilla,Gross Domestic Product,1996,109.541316,million USD
Anguilla,Gross Domestic Product,1997,122.672906,million USD
Anguilla,Gross Domestic Product,1998,138.637505,million USD
Anguilla,Gross Domestic Product,1999,147.301063,million USD
Anguilla,Gross Domestic Product,2000,150.237784,million USD
Anguilla,Gross Domestic Product,2001,154.928094,million USD
Anguilla,Gross Domestic Product,2002,157.629239,million USD
Anguilla,Gross Domestic Product,2003,170.706104,million USD
Anguilla,Gross Domestic Product,2004,201.105003,million USD
Anguilla,Gross Domestic Product,2005,228.994349,million USD
Anguilla,Gross Domestic Product,2006,283.103704,million USD
Anguilla,Gross Domestic Product,2007,354.611111,million USD
Anguilla,Gross Domestic Product,2008,355.859259,million USD
Anguilla,Gross Domestic Product,2009,284.392593,million USD
Anguilla,Gross Domestic Product,2010,269.518519,million USD
Anguilla,Gross Domestic Product,2011,293.225926,million USD
Anguilla,Gross Domestic Product,2012,284.511111,million USD
Anguilla,Gross Domestic Product,2013,286.185185,million USD
Anguilla,Gross Domestic Product,2014,315.674074,million USD
Anguilla,Gross Domestic Product,2015,330.533333,million USD
Anguilla,Gross Domestic Product,2016,318.751852,million USD
Anguilla,Gross Domestic Product,2017,281.055556,million USD
Anguilla,Gross Domestic Product,2018,322.455556,million USD
Anguilla,Gross Domestic Product,2019,376.72963,million USD
Anguilla,Gross Domestic Product,2020,258.440741,million USD
Anguilla,Gross Domestic Product,2021,302.714815,million USD
Anguilla,Gross Domestic Product,2022,305.753016,million USD
Antigua and Barbuda,Gross Domestic Product,1970,33.865823,million USD
Antigua and Barbuda,Gross Domestic Product,1971,41.156057,million USD
Antigua and Barbuda,Gross Domestic Product,1972,56.405489,million USD
Antigua and Barbuda,Gross Domestic Product,1973,78.360329,million USD
Antigua and Barbuda,Gross Domestic Product,1974,83.5295,million USD
Antigua and Barbuda,Gross Domestic Product,1975,85.416591,million USD
Antigua and Barbuda,Gross Domestic Product,1976,71.000877,million USD
Antigua and Barbuda,Gross Domestic Product,1977,80.823635,million USD
Antigua and Barbuda,Gross Domestic Product,1978,91.503578,million USD
Antigua and Barbuda,Gross Domestic Product,1979,112.682448,million USD
Antigua and Barbuda,Gross Domestic Product,1980,134.44962,million USD
Antigua and Barbuda,Gross Domestic Product,1981,152.098678,million USD
Antigua and Barbuda,Gross Domestic Product,1982,168.525878,million USD
Antigua and Barbuda,Gross Domestic Product,1983,187.261032,million USD
Antigua and Barbuda,Gross Domestic Product,1984,211.924459,million USD
Antigua and Barbuda,Gross Domestic Product,1985,244.77886,million USD
Antigua and Barbuda,Gross Domestic Product,1986,290.440741,million USD
Antigua and Barbuda,Gross Domestic Product,1987,337.174074,million USD
Antigua and Barbuda,Gross Domestic Product,1988,398.637037,million USD
Antigua and Barbuda,Gross Domestic Product,1989,438.796296,million USD
Antigua and Barbuda,Gross Domestic Product,1990,459.47037,million USD
Antigua and Barbuda,Gross Domestic Product,1991,481.707407,million USD
Antigua and Barbuda,Gross Domestic Product,1992,499.281481,million USD
Antigua and Barbuda,Gross Domestic Product,1993,535.174074,million USD
Antigua and Barbuda,Gross Domestic Product,1994,589.42963,million USD
Antigua and Barbuda,Gross Domestic Product,1995,577.281481,million USD
Antigua and Barbuda,Gross Domestic Product,1996,633.72963,million USD
Antigua and Barbuda,Gross Domestic Product,1997,680.618519,million USD
Antigua and Barbuda,Gross Domestic Product,1998,727.859259,million USD
Antigua and Barbuda,Gross Domestic Product,1999,766.2,million USD
Antigua and Barbuda,Gross Domestic Product,2000,783.837037,million USD
Antigua and Barbuda,Gross Domestic Product,2001,773.766667,million USD
Antigua and Barbuda,Gross Domestic Product,2002,802.52963,million USD
Antigua and Barbuda,Gross Domestic Product,2003,839.996296,million USD
Antigua and Barbuda,Gross Domestic Product,2004,898.355556,million USD
Antigua and Barbuda,Gross Domestic Product,2005,1014.981481,million USD
Antigua and Barbuda,Gross Domestic Product,2006,1149.025926,million USD
Antigua and Barbuda,Gross Domestic Product,2007,1302.388889,million USD
Antigua and Barbuda,Gross Domestic Product,2008,1370.07037,million USD
Antigua and Barbuda,Gross Domestic Product,2009,1228.32963,million USD
Antigua and Barbuda,Gross Domestic Product,2010,1148.7,million USD
Antigua and Barbuda,Gross Domestic Product,2011,1137.637037,million USD
Antigua and Barbuda,Gross Domestic Product,2012,1199.948148,million USD
Antigua and Barbuda,Gross Domestic Product,2013,1181.448148,million USD
Antigua and Barbuda,Gross Domestic Product,2014,1249.733333,million USD
Antigua and Barbuda,Gross Domestic Product,2015,1336.692593,million USD
Antigua and Barbuda,Gross Domestic Product,2016,1436.585185,million USD
Antigua and Barbuda,Gross Domestic Product,2017,1467.977778,million USD
Antigua and Barbuda,Gross Domestic Product,2018,1605.944444,million USD
Antigua and Barbuda,Gross Domestic Product,2019,1687.533333,million USD
Antigua and Barbuda,Gross Domestic Product,2020,1370.351852,million USD
Antigua and Barbuda,Gross Domestic Product,2021,1421.2,million USD
Antigua and Barbuda,Gross Domestic Product,2022,1600.689998,million USD
Argentina,Gross Domestic Product,1970,33984.527481,million USD
Argentina,Gross Domestic Product,1971,40656.247705,million USD
Argentina,Gross Domestic Product,1972,38310.468037,million USD
Argentina,Gross Domestic Product,1973,43140.630753,million USD
Argentina,Gross Domestic Product,1974,48535.084322,million USD
Argentina,Gross Domestic Product,1975,51660.38969,million USD
Argentina,Gross Domestic Product,1976,54697.557257,million USD
Argentina,Gross Domestic Product,1977,61570.256911,million USD
Argentina,Gross Domestic Product,1978,63778.202228,million USD
Argentina,Gross Domestic Product,1979,73916.297161,million USD
Argentina,Gross Domestic Product,1980,81764.369519,million USD
Argentina,Gross Domestic Product,1981,84652.806574,million USD
Argentina,Gross Domestic Product,1982,87041.466175,million USD
Argentina,Gross Domestic Product,1983,94170.34221,million USD
Argentina,Gross Domestic Product,1984,99524.44894,million USD
Argentina,Gross Domestic Product,1985,95529.910653,million USD
Argentina,Gross Domestic Product,1986,114734.842768,million USD
Argentina,Gross Domestic Product,1987,117919.338027,million USD
Argentina,Gross Domestic Product,1988,137512.09321,million USD
Argentina,Gross Domestic Product,1989,83044.458652,million USD
Argentina,Gross Domestic Product,1990,153185.723202,million USD
Argentina,Gross Domestic Product,1991,205589.521324,million USD
Argentina,Gross Domestic Product,1992,247929.419773,million USD
Argentina,Gross Domestic Product,1993,256573.074883,million USD
Argentina,Gross Domestic Product,1994,279266.992407,million USD
Argentina,Gross Domestic Product,1995,279701.425371,million USD
Argentina,Gross Domestic Product,1996,295030.768611,million USD
Argentina,Gross Domestic Product,1997,317532.579013,million USD
Argentina,Gross Domestic Product,1998,324135.104738,million USD
Argentina,Gross Domestic Product,1999,307410.16202,million USD
Argentina,Gross Domestic Product,2000,308148.233467,million USD
Argentina,Gross Domestic Product,2001,291334.718272,million USD
Argentina,Gross Domestic Product,2002,110583.590317,million USD
Argentina,Gross Domestic Product,2003,140444.139675,million USD
Argentina,Gross Domestic Product,2004,165947.750429,million USD
Argentina,Gross Domestic Product,2005,200622.205937,million USD
Argentina,Gross Domestic Product,2006,234391.234167,million USD
Argentina,Gross Domestic Product,2007,289755.142707,million USD
Argentina,Gross Domestic Product,2008,365644.37665,million USD
Argentina,Gross Domestic Product,2009,336359.389616,million USD
Argentina,Gross Domestic Product,2010,426487.434874,million USD
Argentina,Gross Domestic Product,2011,530158.176682,million USD
Argentina,Gross Domestic Product,2012,581430.904393,million USD
Argentina,Gross Domestic Product,2013,613316.027357,million USD
Argentina,Gross Domestic Product,2014,567050.145343,million USD
Argentina,Gross Domestic Product,2015,644903.200499,million USD
Argentina,Gross Domestic Product,2016,557532.317366,million USD
Argentina,Gross Domestic Product,2017,643628.396191,million USD
Argentina,Gross Domestic Product,2018,524819.898609,million USD
Argentina,Gross Domestic Product,2019,447754.686715,million USD
Argentina,Gross Domestic Product,2020,385540.406816,million USD
Argentina,Gross Domestic Product,2021,487227.125386,million USD
Argentina,Gross Domestic Product,2022,632770.284409,million USD
Armenia,Gross Domestic Product,1990,2301.720664,million USD
Armenia,Gross Domestic Product,1991,2101.656351,million USD
Armenia,Gross Domestic Product,1992,1251.976343,million USD
Armenia,Gross Domestic Product,1993,1168.728174,million USD
Armenia,Gross Domestic Product,1994,1257.275245,million USD
Armenia,Gross Domestic Product,1995,1372.097033,million USD
Armenia,Gross Domestic Product,1996,1703.037605,million USD
Armenia,Gross Domestic Product,1997,1747.514993,million USD
Armenia,Gross Domestic Product,1998,2017.852886,million USD
Armenia,Gross Domestic Product,1999,1968.057835,million USD
Armenia,Gross Domestic Product,2000,2038.534803,million USD
Armenia,Gross Domestic Product,2001,2259.108208,million USD
Armenia,Gross Domestic Product,2002,2534.163311,million USD
Armenia,Gross Domestic Product,2003,2993.550393,million USD
Armenia,Gross Domestic Product,2004,3814.176694,million USD
Armenia,Gross Domestic Product,2005,5225.97185,million USD
Armenia,Gross Domestic Product,2006,6808.524718,million USD
Armenia,Gross Domestic Product,2007,9817.806812,million USD
Armenia,Gross Domestic Product,2008,12436.664185,million USD
Armenia,Gross Domestic Product,2009,9222.356746,million USD
Armenia,Gross Domestic Product,2010,9875.377779,million USD
Armenia,Gross Domestic Product,2011,10815.777611,million USD
Armenia,Gross Domestic Product,2012,10619.320693,million USD
Armenia,Gross Domestic Product,2013,11121.46443,million USD
Armenia,Gross Domestic Product,2014,11609.513241,million USD
Armenia,Gross Domestic Product,2015,10553.337528,million USD
Armenia,Gross Domestic Product,2016,10546.13624,million USD
Armenia,Gross Domestic Product,2017,11527.458713,million USD
Armenia,Gross Domestic Product,2018,12457.940705,million USD
Armenia,Gross Domestic Product,2019,13619.290546,million USD
Armenia,Gross Domestic Product,2020,12641.698594,million USD
Armenia,Gross Domestic Product,2021,13861.418912,million USD
Armenia,Gross Domestic Product,2022,19502.796571,million USD
Aruba,Gross Domestic Product,1970,197.623955,million USD
Aruba,Gross Domestic Product,1971,208.158924,million USD
Aruba,Gross Domestic Product,1972,219.255492,million USD
Aruba,Gross Domestic Product,1973,230.943598,million USD
Aruba,Gross Domestic Product,1974,243.254775,million USD
Aruba,Gross Domestic Product,1975,256.222239,million USD
Aruba,Gross Domestic Product,1976,269.880974,million USD
Aruba,Gross Domestic Product,1977,284.267831,million USD
Aruba,Gross Domestic Product,1978,299.421624,million USD
Aruba,Gross Domestic Product,1979,315.383239,million USD
Aruba,Gross Domestic Product,1980,332.195737,million USD
Aruba,Gross Domestic Product,1981,349.90448,million USD
Aruba,Gross Domestic Product,1982,368.557242,million USD
Aruba,Gross Domestic Product,1983,388.204349,million USD
Aruba,Gross Domestic Product,1984,408.898807,million USD
Aruba,Gross Domestic Product,1985,430.696447,million USD
Aruba,Gross Domestic Product,1986,453.656081,million USD
Aruba,Gross Domestic Product,1987,545.558022,million USD
Aruba,Gross Domestic Product,1988,667.313461,million USD
Aruba,Gross Domestic Product,1989,777.947008,million USD
Aruba,Gross Domestic Product,1990,855.800245,million USD
Aruba,Gross Domestic Product,1991,975.799596,million USD
Aruba,Gross Domestic Product,1992,1072.384439,million USD
Aruba,Gross Domestic Product,1993,1211.700758,million USD
Aruba,Gross Domestic Product,1994,1393.884833,million USD
Aruba,Gross Domestic Product,1995,1383.932694,million USD
Aruba,Gross Domestic Product,1996,1445.987206,million USD
Aruba,Gross Domestic Product,1997,1605.221425,million USD
Aruba,Gross Domestic Product,1998,1745.136786,million USD
Aruba,Gross Domestic Product,1999,1805.323808,million USD
Aruba,Gross Domestic Product,2000,1873.452514,million USD
Aruba,Gross Domestic Product,2001,1896.456983,million USD
Aruba,Gross Domestic Product,2002,1961.843575,million USD
