Country Name,Country Code,Series Name,Series Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.0745762932609018,4.2168554275533845,5.728735463002915,5.3960467350747585,7.170886995373528,12.940989465074914,6.094592110414411,6.067873199833752,5.457683031629039,1.387809421545286,3.1066088353062953,5.607752557994169,5.0802477239003645,..,..
Afghanistan,AFG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.6462031214579894,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.60182751885451,49.385617937264584,39.250963972483255,37.93682106018746,33.398540191186044,25.495817906390965,24.042067043509597,22.204369374874368,22.17610022008464,20.102237455072363,20.730203541442897,21.681637745527603,20.93239202620449,32.44241004559411,..
Zimbabwe,ZWE,Arable land (% of land area),AG.LND.ARBL.ZS,6.5787773038645465,6.682176554219982,6.785575804575417,6.888975054930851,6.992374305286287,7.095773555641721,7.212097712291586,7.315496962647021,7.418896213002456,7.5222954633578905,7.625694713713325,7.729093964068761,7.832493214424195,8.013441902546207,8.039291715135064,8.788936280211969,9.047434406100557,8.788936280211969,9.17668346904485,9.305932531989143,9.305932531989143,9.435181594933436,9.435181594933436,9.822928783766317,10.081426909654905,10.59842316143208,10.339925035543493,10.986170350264961,10.59842316143208,10.339925035543493,10.856921287320667,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,10.339925035543493,..
Zimbabwe,ZWE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,109.88,95.54,77.42,93.52,128.74,124.5,98.73,134.74,124.65,119.32,128,78.03,125.12,133.44,99.51,134.29,128.97,122.25,129.26,138.01,138.86,98.05,105.21,141.61,104.06,111.19,115.99,99.44,96.26,103.76,101.85,112.37,110.27,109.51,96.35,94.14,107.07,135.87,103.85,125.19,128.58,..
Zimbabwe,ZWE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.42522641996807,16.92558030751593,16.44292482277652,20.561138437133305,22.20577471041646,24.049410539440323,24.01571046145672,23.740346198431762,23.342283061218456,22.866845570673167,23.883468965744616,27.227263114554486,30.719616903180352,34.59997605459552,38.23634361155735,36.13007287867602,37.59527266293187,43.39308495784156,37.40857975322328,38.15975455509613,34.95891269090863,31.83479886934904,32.39705909209521,34.46979901331101,33.54864818955858,35.956168527450885,37.785373297454186,41.46684871998178,19.47749803422757,29.640895215136204,34.800801561756096,25.163253695844563,21.98775864254503,20.9301459192706,19.16017578935029,19.943531550090317,19.65890479901088,26.163973132786406,27.554156429888906,22.29306297469873,22.775240717825014,27.955245771118616
Zimbabwe,ZWE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.218462531357606,22.69867256588981,25.64144925591188,29.4893493845895,25.64079498702499,28.46940816646988,29.559860803136218,30.061653270753823,31.49237598482617,29.803667237272833,33.20055402073003,37.21214463417327,30.463029775694565,29.152940749636286,25.700235261751462,23.002386045855918,22.533652217656513,20.80615458227362,19.116417260853584,..,..,..,..,24.382749244246725,26.477979485458686,30.650775597956354,32.46205968571019,30.482961851508666,21.454291806550426,20.693719082738728,21.72029223566098,25.330611868234964,23.799615211759246,23.71854761952587,22.358391703549593,22.11505907039344,21.404998923297256,31.037897698388644,32.025946804838476,32.767516748922596,28.805586302032633,40.4443850801102
Zimbabwe,ZWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,1570,1630,1440,1490,1610,1610,1850,1810,1730,1790,1740,1840,1750,1500,1370,1330,1250,1150,780,1350,1660,1850,2090,2270,2270,2310,2390,2070,2410,2260,2060,2280,2550
Zimbabwe,ZWE,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.53,..,14.03,..,..,..,..,7.61,..,..,..,..,..,..,8.733,..,..,6.831,..,..,..,..,11.856,..,15.466,..
Zimbabwe,ZWE,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4,..,..,..,..,11.3,..,..,..,..,..,..,8.6,..,..,..,..,12.1,..,..,43.4,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,66.89,66.829,66.711,66.556,66.392,66.233,66.13,66.048,65.971,65.877,65.761,65.706,65.645,65.586,65.546,65.537,65.495,65.488,65.51,65.555,65.619,65.672,65.74,65.812,65.874,65.913,65.948,65.927,65.866,65.79,65.165,65.593,66.061
Zimbabwe,ZWE,"Population ages 15-64, total",SP.POP.1564.TO,3579460,3741386,3889962,4029691,4187461,4350731,4490228,4607859,4760467,4944309,5137554,5307067,5405073,5480906,5619516,5810619,6009237,6205856,6378518,6499635,6571484,6627088,6679572,6708800,6715140,6753503,6802414,6829731,6868549,6919301,6988063,7104507,7270450,7454319,7647871,7849943,8056252,8264830,8473478,8691596,8915327,9146706
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,6.27556552138596,3.88450668439283,3.80306029541386,3.54126507310352,3.41711049844264,3.31065993334301,3.22520201238728,3.09106103478758,2.85989910448979,2.68096013142779,2.57603314089831,2.50911907765175,1.43139224361787,0.588137236572384,1.23965585440755,1.66094598986875,1.6346887957256,1.62340353192012,1.44503967279215,1.0039687523875,0.642662969955232,0.616566778386599,0.757960496752579,0.701855595519876,0.523850608635102,0.861222619917424,0.969118750298355,0.798207023794335,1.02626500717403,1.253649854212,1.43833913255502,1.82230856245569,2.1632674727572,2.19139105592343,2.13629423811133,2.08180572500247,2.04361989880383,2.02053728777103,1.98925274777043,2.03111171035477,2.0457148779533,2.02403630999966
Zimbabwe,ZWE,Rural population (% of total population),SP.RUR.TOTL.ZS,77.105,76.571,75.931,75.264,74.586,73.895,73.191,72.476,71.75,71.012,70.262,69.501,69.06,68.66499999999999,68.268,67.868,67.46600000000001,67.061,66.65299999999999,66.24199999999999,65.83,65.41499999999999,65.521,65.706,65.89,66.074,66.257,66.44,66.622,66.804,66.985,67.166,67.346,67.49600000000001,67.61500000000001,67.70400000000001,67.763,67.791,67.78999999999999,67.75800000000001,67.697,67.60499999999999
Zimbabwe,ZWE,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-6.4801907008758,-5.294128165405142,-3.0310055284170008,-0.24385851672115,0.19787274997266846,2.528468045887786,2.7408248699852344,3.3803429067221447,1.6220234821412396,0.0744391672016562,-3.2846103232504675,-9.257967469672762,-1.7278309850769253,-1.9195492459011636,-2.684105387803617,0.1905252039056597,-7.014518759652595,-1.7278717504407473,3.8944997057529678,2.2520979804117145,2.019953212925924,-3.1377538261517874,-5.6578700318692405,-7.100010569108604,-8.946410900499428,-10.908311721209248,-8.602157832138287,-26.587939749930634,-22.823441713780493,-23.842400004942842,-19.86492364447699,-23.836027332030525,-14.680976710516253,-12.811323582265539,-18.428459526513105,-11.33196154355058,-10.711902661081165,-2.2223241309559985,-0.687648131964083,-2.7272394713528416,-5.296646931047964,-9.046149343132333
Zimbabwe,ZWE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0442628790945583,-0.009851458145160242,-0.02671694733350588,-0.03917109250858835,0.05053180893530957,0.11974426561670042,-0.45253983585144314,-0.23076289292439056,-0.12286225690815059,-0.13895836213594145,0.03229175264607724,0.22143169820899658,0.42589778341755546,0.5028372350544453,1.6551191055066992,0.9458507352136347,1.5839013520913527,6.940053216759183,0.8603074846853237,0.3467884445186917,0.0560688240111263,0.4083810240379694,0.06634550842118322,0.14985535168950026,1.7862060136343818,0.7347678266844346,1.3019775073086952,1.168556905596092,1.0863050423393596,1.01802173065599,2.441511458549372,2.0441312780663066,1.9540600764128895,2.425172602221897,1.999687363507687,1.6692743528840426,1.746884526578021,2.1017210819950316,1.1428055849563845,0.6990335111041429,0.8811740754230514,1.2478702548534562
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1624.4524763882046,1603.7228786973694,1568.3526956542698,1484.9117316495413,1534.6817006691053,1515.8698447593397,1484.6500305938316,1548.1740622776974,1582.7567661003316,1648.573180686353,1695.5239696715128,1504.4371403128132,1498.6498538250278,1627.4532862278836,1609.9431099636913,1747.4773959514164,1765.227061244867,1786.9120628456724,1746.872058536095,1676.5154603082567,1689.7564264835228,1530.0064373878606,1260.3911364553692,1178.8902307294645,1105.7551193581273,1058.3255588564946,1009.8274652859573,824.7917019113149,914.494574024655,1096.8354780446361,1239.2417933350066,1408.4571669940733,1422.3767099577453,1412.2040116058815,1410.3291734890802,1393.7170104858767,1421.2407691014625,1462.5902789097386,1342.9895861062369,1213.117057392592,1289.1990672084103,1345.7690822600753
Zimbabwe,ZWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.680832694947895,-1.276097515448754,-2.2055046737145005,-5.320293339370309,3.3517122909572805,-1.2257822518874235,-2.0595313161905864,4.278720935900111,2.23377362179518,4.158340434593953,2.847965109174737,-11.27007537355665,-0.3846811762824558,8.594631499419862,-1.0759249689296695,8.542804098886904,1.0157307519154841,1.2284539522928526,-2.240737255184982,-4.0275759111287215,0.7897908780889651,-9.45402465064808,-17.621840950734722,-6.466318539426723,-6.203725288832288,-4.289336732093531,-4.582530693385024,-18.323502750268815,10.875821362589932,19.93898150948084,12.983379744813007,13.654750394084104,0.9882830156190892,-0.7151901659136541,-0.1327597217819232,-1.1778926023422969,1.9748455682542527,2.90939513608366,-8.177320369765866,-9.670404749018772,6.2716132257957895,4.387996895945619
Zimbabwe,ZWE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,11.933314108998385,11.654842891624986,8.834274614065025,16.417089592005727,18.025551884760738,20.58919373318995,17.693212311234515,22.09126033309097,16.65712222383037,17.447885723753775,15.821673266981517,10.97800565630708,21.05019653743046,21.809371360570626,17.151432584334046,19.658952180242064,10.136317983426027,19.022589021919853,18.29078162594936,15.821521798583596,12.286426650681346,1.862247435256786,2.342130945854067,-2.5908957119734635,-7.42123596003847,-9.337150329731655,-1.4924044729749057,-21.460033496819577,-10.076639027652288,-5.079099092623081,-2.4671576111517237,-13.979050438531731,-5.471497594156833,-3.1720996038494915,-8.392819106648087,-1.470590460999046,-1.0117553127577723,11.925982255900843,13.111703634638427,10.418841685128708,10.210410940023351,5.6077364126665135
Zimbabwe,ZWE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,12.525428270243054,2.6342959893388382,1.5853058047608783,-1.9073530054700285,6.943342206407266,15.154269886341169,-3.7313408816354183,13.244648265914876,9.580394960476596,2.1474093227931093,20.134528368632616,3.496694529030634,-9.766982471272456,13.53383880515291,6.170272940695838,11.789018868567297,23.28062443015868,-10.001177464756665,-23.981466530903106,-2.819975598170757,-1.4857746345356588,-1.3750972964621866,-18.355764668445644,-7.2464120740822295,-9.082277392996204,-6.6805955552738965,-12.666982462902013,11.647857746796774,52.06704474673174,21.11658673420726,-8.500019964319577,19.90539569059871,-24.528387569585163,0.41654159286123615,80.60596621730119,-3.2762248319728684,3.2479101354460482,-12.397178949370868,8.32712800101018,-44.099000413989216,61.48968595854237,54.58057007941136
Zimbabwe,ZWE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.974598471450609,3.8205868464322474,3.367463495076648,4.0421606141892825,4.394619133779803,4.597857932289225,4.8181688315811195,4.778703499033763,3.4050134400211167,3.6885646042127087,5.4111148098631405,1.253967270393812,..,..
Zimbabwe,ZWE,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.4347583432233035,3.012602805349519,3.1977393365061153,5.335773479392952,4.876008788224976,4.430143248987204,5.429627814399968,4.3095306622331435,3.773458241857256,4.753541706356745,5.815640144253569,15.977717024793305,10.053769728916773,11.263463189721596,9.807561084842767,5.720789527496514,5.685636001431375,6.663256160972354,5.3535104749246925,4.024407084808949,3.444330597114747,4.324804960983432,4.335562878603751,4.706969374260277,9.355141957678606,8.114741652893226,16.149255007283095,39.28211714552385,8.35939072488578,6.433933884944665,5.773547033963083,6.569577283735771,4.8054474756304675,4.396248593860094,4.477678918661977,3.634198837019711,4.654684054525602,2.375870579173196,3.936020742901442,4.6710354641724985,3.514250182124575,..
Africa Eastern and Southern,AFE,Arable land (% of land area),AG.LND.ARBL.ZS,5.474205974891864,5.489166571904781,5.511538840832356,5.520528924358467,5.662036956654965,5.692507163415219,5.693605188884057,5.715497071669015,5.752898564201309,5.744457493409617,5.758731824504511,5.787417739877903,5.922063112994164,5.964886106278846,6.068855392859445,6.100492251680339,6.124237052443961,6.110511734083486,6.15223670189933,6.162736570445094,6.188197036003775,6.250029595217715,6.487065843303118,6.570709613245871,6.720591937636431,6.8012056801087715,6.938144995543804,7.045926011588799,7.294153247366639,7.432403993247028,7.623419371715174,7.839551186815165,7.890774755197485,7.971467110881448,8.016862861999204,8.098773290603274,8.193304738879858,8.256337004238082,8.284319163082722,8.304219726482179,8.322454711806344,..
Africa Eastern and Southern,AFE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,24.806288871100353,22.77424248619212,21.786125751066677,22.116612639109505,24.685052145675648,24.97529485446983,25.667680728381708,24.484723354037307,22.805878122388666,20.970057946405745,19.04015916335425,22.187491193709235,23.48877189799666,24.594481472836407,25.281003310118404,26.47083925419387,25.513319460241217,25.608222372590173,25.52322613502283,26.371024439679957,27.761789613041977,28.20294689857808,26.032457485808013,26.097075678231878,27.95769868948782,29.91305560901535,32.30962483273828,35.86608396419328,27.267940008838977,29.476999565807226,31.001827021308042,29.371240373340648,28.781381152260753,27.962633487225407,23.305696860796722,21.96504173703921,22.21064352778836,25.131599582443027,23.799326722421572,21.963870620531512,25.850783732412836,27.25647679908573
Africa Eastern and Southern,AFE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,29.467678420063738,30.440475996810683,28.925961335740176,27.45662887263997,27.87416769389839,28.583957702857028,28.366872063221717,28.18887949372223,28.05790372671887,26.83436017315058,29.1793099209288,28.07072831531069,28.25894972975007,27.764016484687502,27.69396197906072,26.926394955132228,26.06477777717516,25.916352302809997,26.9118856351312,26.868353695859003,27.45670808246341,26.705427136845323,27.01749527103895,27.96774116268383,28.049795906201396,29.22340232623286,30.67095019460054,26.641031236674745,27.451616763847014,28.488845694544075,28.230958287904606,27.64516295242741,26.918495847774327,24.868239204317145,24.486081257089413,24.561083894600344,26.781647283273568,26.38548102988064,25.380573571450938,25.983522366563072,26.82185102824431
Africa Eastern and Southern,AFE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,1698.7193173635842,1729.39440122117,1643.6067853563418,1677.8640266805646,1697.8519785459152,1800.7939017947062,1885.323635243729,1961.0215651770804,1963.0036685868301,1984.288149489914,2054.0343793943666,2120.9439847334042,2190.253924226997,2254.84594508284,2383.3334662349157,2542.219041890008,2718.232499563214,2884.027338068666,2973.289001260332,2956.9477442033854,3040.970701139096,3150.1259622044427,3095.2147695658637,3206.842892572145,3355.3102787772177,3392.0340894858987,3507.675856774124,3537.3889353947984,3623.88222431225,3674.8314717015787,3544.351067124748,3774.68813616719,4077.897412342335
Africa Eastern and Southern,AFE,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.870475208437496,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..,..,..,..,..,71.53145459469532,71.59618714809893,71.64540621676252,71.59547479381854,71.59343835254408,71.67654565336959,71.67597666692939,71.6310954774331,71.5970516468438,71.5688373551692,71.55176034609313,71.55540841341971,71.61115306822356,71.66853345600852,71.71751789683536,71.7819069855238,71.65928660519657,71.47048314781206,71.28829237152786,70.90942651743785,70.2403429593183,70.3331620917184,70.15186650870366,70.15357787698228,70.0534806105155,70.20048558042718,70.21190276608226,70.25891179508152,70.00844105805655,70.01014185032486,69.00624428762579,69.53779185061263,69.99799173679953
Africa Eastern and Southern,AFE,"Population ages 15-64, total",SP.POP.1564.TO,122301871,126117808,129999875,133985781,138129718,142426539,146799760,151005889,155236603,159708130,164109601,168346796,172715056,177528438,182651309,187707921,192767168,198160752,203968139,210007253,216281583,222764607,229402950,236235364,243212253,250405638,257869813,265531774,273356495,281449242,289763233,298315871,307257068,316539651,326346730,336114935,345897727,356289607,367127397,378423525,389954983,401677099
Africa Eastern and Southern,AFE,Population growth (annual %),SP.POP.GROW,3.0175640283246707,3.130762162751651,3.012800811056124,2.9390881143832104,2.9702929469247863,3.022263838132517,3.06281660734588,2.919181868755814,2.844887620522556,2.9110128661570513,2.7924103579964594,2.633682258665587,2.658526402196216,2.6199545435714953,2.6271070297930237,2.6930977277822166,2.5803841220213997,2.5146539339914824,2.559662481701025,2.5835792421521973,2.5899606003565054,2.6065980256376804,2.6177642838139974,2.644968430281864,2.666241587303105,2.702521120915364,2.7471088511629773,2.7658159760914884,2.755745297669847,2.7579291424742394,2.7381848454464546,2.740404834239655,2.780206833556065,2.7749902913343476,2.80258582087383,2.7281585299875815,2.6556715992301463,2.6883714280742765,2.6911343805639802,2.6781837164190136,2.6074716940955796,2.5437565245545812
