Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","158.715106","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","111.98746","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","171.009428","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","182.768949","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","197.213022","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","208.832636","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","228.775784","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","254.824689","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","279.240934","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","363.357619","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","387.362338","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","423.407102","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","521.428191","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","593.203248","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","628.116539","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","622.100518","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","597.584579","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","554.403216","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","520.252064","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","530.149831","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","502.056771","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","500.522664","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","516.866543","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","372.548875","X","Figure from international organizations",""
"MK","Macro Indicators","004","Afghanistan","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","361.601822","E","Estimated value",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","974.554499","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","975.21682","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","976.521166","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","978.617771","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","981.265874","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","984.901966","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","989.749878","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","994.937066","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","1003.163054","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","821.218508","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","728.107125","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","740.369907","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","749.848952","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","746.583851","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","726.671599","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","732.854978","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","747.424762","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","734.537616","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","754.025635","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","895.924262","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","651.201284","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","483.676684","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","458.914225","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","515.173587","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","571.023495","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","728.532187","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","978.085686","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","683.726604","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","790.448796","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","1004.179887","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","1096.028688","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","1245.20315","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","1394.523697","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","1798.084592","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","2343.426765","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","2655.143784","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","2962.014554","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3587.70862","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","4364.06141","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","4109.893153","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4093.8259","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","4444.126505","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","4259.667181","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","4425.430822","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","4586.606188","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","3950.390255","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","4117.00697","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4521.752217","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","5268.116608","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","5359.239078","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","5278.222282","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","6396.461812","X","Figure from international organizations",""
"MK","Macro Indicators","008","Albania","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","6765.266307","E","Estimated value",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","373.67008","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","380.125666","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","496.991248","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","624.193795","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","875.023948","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","989.243356","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","1075.725904","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","1225.090692","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","1495.734837","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","1827.570195","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","2254.727865","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","2287.414424","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","2254.731316","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","2354.798399","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","2469.340135","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","2614.487673","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","2749.815716","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","2727.605479","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","2419.476782","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","2223.606797","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","2419.907394","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","1781.785125","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","1835.838094","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","1858.825858","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","1515.220033","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","1473.820352","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","1615.900704","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","1630.764231","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","1606.66805","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","1599.251928","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","1776.36296","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","1764.583171","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","1796.672161","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","2117.048269","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2004","2004","USD","2624.793282","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2005","2005","USD","3131.3283","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2006","2006","USD","3500.134528","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2007","2007","USD","3971.803658","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2008","2008","USD","4946.563793","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2009","2009","USD","3898.478923","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2010","2010","USD","4495.921455","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2011","2011","USD","5473.446129","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2012","2012","USD","5610.733341","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2013","2013","USD","5519.777576","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2014","2014","USD","5516.229431","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2015","2015","USD","4197.417286","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","USD","3967.200546","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","USD","4134.936055","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","USD","4171.795392","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","USD","4021.983255","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2020","2020","USD","3354.153164","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2021","2021","USD","3700.324058","X","Figure from international organizations",""
"MK","Macro Indicators","012","Algeria","6119","Value US$ per capita","22008","Gross Domestic Product","2022","2022","USD","4273.93704","E","Estimated value",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1970","1970","USD","5008.901637","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1971","1971","USD","5305.716707","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1972","1972","USD","6285.301526","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1973","1973","USD","7824.531307","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1974","1974","USD","9078.009005","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1975","1975","USD","10076.494834","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1976","1976","USD","9817.312977","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1977","1977","USD","10384.507961","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1978","1978","USD","11964.939169","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1979","1979","USD","15252.250397","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1980","1980","USD","15860.623323","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1981","1981","USD","13307.107321","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1982","1982","USD","12323.290533","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1983","1983","USD","10260.110198","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1984","1984","USD","9901.370028","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1985","1985","USD","10014.894298","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1986","1986","USD","13373.137597","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1987","1987","USD","16237.923737","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1988","1988","USD","18383.986675","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1989","1989","USD","19492.103211","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1990","1990","USD","24305.217277","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1991","1991","USD","25265.665752","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1992","1992","USD","26727.546303","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1993","1993","USD","21541.304501","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1994","1994","USD","21094.168558","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1995","1995","USD","23701.62707","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1996","1996","USD","24144.350367","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1997","1997","USD","23096.086818","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1998","1998","USD","23525.23213","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","1999","1999","USD","23894.616282","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2000","2000","USD","21620.416388","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2001","2001","USD","22809.101548","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2002","2002","USD","24785.006079","X","Figure from international organizations",""
"MK","Macro Indicators","020","Andorra","6119","Value US$ per capita","22008","Gross Domestic Product","2003","2003","USD","31954.153531","X","Figure from international organizations",""
